-104.34,-112.96,-122.06,-106.21,-106.33,-115.03,-111.68,-114.64,-114.72,-114.28,-108.29,-111.68,-106.36,-125.97,-112.34,-106.36,-106.17,-113.80,-108.57,-111.94,-109.40,-103.70,-112.04,-99.85,-116.39,-112.59,-115.80,-111.72,-110.57,-103.82,-119.15,-113.33,-113.99,-102.67,-106.14,-116.40,-105.93,-112.66,-113.99,-109.99,-113.34,-98.88,-107.99,-102.43,-103.29,-116.64,-112.93,-109.99,-110.49,-113.11,-111.32,-109.05,-107.31,-113.67,-116.85,-108.19,-114.99,-115.65,-106.30,-120.90,-116.94,-112.20,-117.02,-113.51,-116.55,-113.87,-118.58,-116.01,-117.12,-117.89,-105.17,-111.10,-112.66,-115.35,-116.12,-110.47,-114.48,-109.28,-115.21,-115.89,-105.73,-118.18,-120.22,-109.88,-107.14,-119.57,-122.79,-113.78,-111.93,-106.76,-110.32,-116.74,-110.79,-112.92,-113.47,-114.79,-104.72,-117.20,-115.37,-109.20
-111.20,-120.34,-111.06,-113.97,-114.26,-114.21,-120.48,-109.05,-114.18,-112.01,-121.20,-112.05,-113.46,-108.10,-114.82,-108.23,-111.95,-106.89,-108.89,-117.70,-116.60,-117.01,-110.30,-122.27,-116.88,-112.13,-108.73,-119.16,-109.92,-110.90,-120.08,-116.26,-110.20,-114.06,-113.31,-101.08,-106.01,-112.56,-109.94,-117.07,-113.51,-103.50,-110.20,-109.71,-112.33,-104.30,-118.66,-108.48,-113.73,-117.35,-112.66,-113.20,-109.26,-108.11,-107.23,-108.70,-109.50,-110.77,-106.96,-118.02,-110.08,-113.07,-107.98,-107.06,-75.88,-113.62,-114.90,-108.07,-114.50,-116.74,-108.83,-116.07,-111.03,-105.89,-110.62,-113.64,-109.32,-104.86,-112.15,-116.14,-103.58,-108.35,-104.93,-113.79,-118.98,-106.84,-120.23,-118.25,-113.98,-112.55,-109.59,-108.20,-113.56,-100.23,-120.23,-109.26,-114.35,-110.23,-112.76,-115.29
-135.45,-136.52,-137.80,-138.03,-136.77,-136.37,-137.98,-137.94,-134.03,-136.92,-133.30,-131.91,-134.67,-133.13,-125.87,-130.05,-126.06,-128.07,-125.21,-126.07,-127.33,-123.62,-124.36,-126.05,-121.74,-119.89,-120.22,-124.06,-113.65,-113.32,-116.05,-110.09,-112.33,-109.55,-107.92,-107.50,-108.29,-101.58,-102.74,-99.20,-98.52,-98.44,-102.40,-96.14,-95.28,-98.08,-95.25,-92.82,-91.39,-93.30,-94.06,-92.49,-86.05,-92.55,-88.59,-89.01,-84.08,-83.24,-87.88,-85.15,-86.26,-83.67,-88.16,-88.11,-82.08,-85.69,-86.18,-86.25,-85.71,-85.72,-88.28,-90.47,-85.06,-90.55,-87.11,-89.67,-90.57,-87.25,-90.98,-87.30,-90.58,-91.08,-93.65,-93.30,-92.88,-96.93,-92.32,-98.26,-99.44,-97.70,-98.26,-105.28,-103.88,-104.04,-107.63,-105.57,-105.48,-114.62,-116.06,-111.16
-113.32,-107.23,-113.08,-110.74,-116.51,-111.44,-115.45,-109.47,-113.40,-111.09,-110.77,-110.22,-113.31,-114.27,-110.15,-111.24,-111.26,-110.99,-111.87,-110.84,-110.64,-114.18,-111.50,-111.42,-115.32,-111.86,-115.37,-113.29,-108.79,-111.63,-112.23,-111.81,-113.29,-112.78,-109.38,-111.12,-113.01,-108.38,-113.66,-110.19,-109.33,-109.80,-112.74,-111.63,-113.68,-110.81,-114.20,-116.35,-109.18,-109.91,-112.95,-113.90,-107.59,-112.59,-112.51,-113.01,-115.71,-110.15,-115.07,-111.76,-110.79,-114.04,-109.83,-113.93,-112.69,-110.96,-113.79,-110.96,-115.04,-112.28,-111.74,-112.28,-113.82,-107.39,-110.13,-112.07,-114.34,-115.71,-111.84,-115.43,-113.44,-112.52,-111.41,-116.40,-111.37,-110.23,-112.81,-112.25,-112.28,-115.95,-112.87,-113.67,-109.16,-111.66,-113.89,-107.80,-109.56,-115.21,-108.73,-112.05
-131.55,-132.02,-132.31,-130.33,-132.64,-131.27,-130.45,-132.13,-132.45,-130.94,-130.32,-132.74,-132.18,-132.68,-130.48,-132.04,-132.78,-131.92,-133.42,-132.87,-130.26,-132.50,-132.14,-131.26,-130.54,-132.53,-130.74,-132.84,-131.60,-134.09,-133.36,-130.86,-132.47,-132.05,-133.09,-132.21,-133.49,-133.08,-132.88,-133.60,-132.10,-133.58,-134.31,-131.43,-132.15,-131.10,-132.50,-132.04,-130.98,-132.22,-131.59,-131.67,-130.45,-133.62,-129.85,-132.94,-130.15,-132.56,-131.33,-130.35,-132.46,-132.19,-131.73,-132.81,-132.18,-132.83,-130.99,-133.80,-130.03,-132.84,-132.01,-131.41,-132.77,-132.20,-132.35,-131.37,-132.82,-132.02,-129.66,-130.12,-132.56,-132.00,-131.07,-133.14,-133.65,-131.78,-130.40,-133.55,-128.62,-131.48,-132.47,-133.57,-131.21,-132.17,-134.24,-133.07,-131.08,-131.78,-133.42,-131.62
-172.74,-175.48,-169.88,-172.52,-165.06,-172.32,-164.03,-168.68,-165.25,-170.97,-165.19,-163.43,-165.25,-163.58,-162.78,-167.78,-153.60,-151.97,-155.39,-159.54,-151.35,-159.60,-150.29,-148.60,-150.01,-149.68,-143.25,-153.13,-149.51,-152.41,-147.96,-145.34,-147.30,-146.00,-147.49,-141.86,-145.44,-143.67,-144.17,-141.43,-139.57,-140.64,-139.28,-142.96,-134.98,-138.63,-130.74,-134.70,-127.90,-130.11,-130.59,-128.25,-130.86,-124.02,-129.54,-125.90,-127.58,-128.53,-122.65,-130.84,-120.27,-128.77,-117.77,-122.55,-118.64,-123.45,-118.48,-114.58,-112.93,-119.46,-114.99,-118.75,-114.83,-118.22,-109.54,-109.65,-108.99,-115.35,-106.93,-103.82,-106.67,-104.26,-101.29,-99.94,-102.81,-102.39,-107.35,-99.12,-100.30,-101.29,-97.21,-98.93,-87.81,-94.69,-92.01,-88.91,-91.37,-90.83,-91.72,-91.57
-108.90,-112.25,-107.79,-113.27,-112.05,-113.58,-107.87,-113.86,-113.29,-114.50,-110.06,-109.93,-112.50,-111.76,-110.68,-109.92,-113.45,-114.14,-112.46,-110.49,-111.05,-109.67,-111.54,-111.14,-112.88,-111.46,-115.69,-110.75,-113.44,-112.64,-112.36,-115.98,-110.23,-109.37,-111.75,-113.95,-108.07,-108.41,-112.70,-112.91,-106.74,-109.58,-108.59,-115.23,-111.71,-113.17,-109.66,-113.23,-113.92,-109.02,-110.93,-114.48,-109.43,-113.21,-111.63,-111.14,-112.12,-113.53,-106.72,-112.48,-109.64,-114.88,-111.22,-115.70,-109.08,-114.55,-112.30,-108.99,-112.87,-109.01,-112.47,-113.29,-110.04,-111.47,-114.14,-108.98,-111.14,-111.27,-112.47,-115.27,-115.76,-109.24,-114.15,-111.34,-109.11,-114.16,-113.17,-112.64,-113.21,-114.16,-109.56,-113.72,-110.71,-111.83,-107.74,-110.34,-112.47,-112.95,-113.45,-112.68
-160.51,-159.80,-152.02,-156.48,-152.54,-142.84,-130.86,-34.77,-122.11,-105.96,-96.26,-254.21,-87.40,-82.76,-70.20,-63.57,-60.27,-69.29,-62.00,-57.00,-60.63,-64.64,-64.41,-71.10,-77.39,-81.60,-89.63,-86.78,-100.62,-114.34,-112.33,-128.11,-129.81,-149.82,-148.81,-150.12,-156.83,-156.69,-155.22,-160.01,-151.11,-156.79,-152.06,-164.10,-140.40,-147.32,-142.92,-138.43,-122.16,-124.52,-104.38,-96.05,-85.36,-74.54,-76.04,-73.99,-72.17,-67.50,-60.55,-62.48,-66.27,-70.37,-73.73,-65.64,-71.34,-70.91,-82.39,-91.03,-95.58,-96.15,-117.64,-118.74,-130.08,-135.61,-137.96,-145.37,-154.17,-147.95,-154.69,-160.31,-151.74,-163.86,-164.78,-155.50,-152.12,-147.78,-134.16,-132.05,-123.86,-124.29,-106.17,-108.53,-104.20,-592.12,-81.57,-78.07,-75.69,-62.75,-62.31,-58.85
-107.12,-101.33,-112.48,-109.14,-110.14,-112.61,-113.94,-113.17,-109.56,-117.57,-112.91,-114.63,-107.79,-110.53,-107.60,-108.63,-104.79,-114.53,-106.44,-114.00,-114.98,-113.93,-113.01,-117.88,-108.03,-112.18,-115.02,-106.83,-113.57,-112.46,-118.41,-112.12,-114.79,-111.25,-116.08,-110.32,-115.21,-109.37,-119.19,-108.64,-109.09,-110.37,-117.05,-116.89,-111.94,-112.23,-112.07,-115.46,-112.51,-112.37,-106.31,-112.17,-109.04,-111.78,-113.59,-102.55,-114.25,-118.44,-110.85,-118.39,-109.75,-118.74,-117.12,-117.21,-108.57,-99.34,-107.65,-117.62,-113.67,-111.29,-113.10,-110.02,-110.09,-113.77,-109.26,-101.24,-109.43,-107.78,-111.40,-108.12,-111.84,-112.48,-115.68,-107.40,-108.37,-117.49,-115.36,-113.55,-111.41,-116.09,-104.73,-111.10,-108.47,-106.81,-109.79,-114.18,-114.34,-112.21,-99.00,-110.95
-89.07,-88.27,-88.44,-90.73,-89.25,-94.70,-90.54,-93.18,-92.28,-93.16,-95.06,-96.48,-94.43,-99.33,-93.05,-91.87,-99.04,-98.88,-98.61,-93.85,-95.73,-102.02,-100.88,-101.37,-102.19,-102.63,-101.35,-102.54,-105.25,-102.72,-102.85,-99.88,-107.38,-105.55,-102.91,-109.42,-101.32,-107.57,-106.40,-111.92,-110.45,-110.28,-111.05,-105.51,-114.02,-112.55,-110.36,-110.44,-114.80,-113.39,-115.81,-113.63,-114.15,-114.58,-114.88,-114.32,-111.92,-117.23,-114.28,-115.00,-118.43,-123.68,-116.30,-121.75,-119.32,-120.91,-120.24,-127.00,-121.64,-125.71,-123.78,-122.10,-126.61,-123.33,-123.32,-125.20,-123.67,-123.30,-129.21,-125.20,-127.71,-129.10,-128.72,-128.07,-131.73,-133.89,-133.25,-131.89,-132.46,-130.05,-131.86,-136.32,-137.48,-131.94,-133.80,-139.94,-135.38,-136.68,-135.47,-138.22
-111.76,-110.65,-109.62,-111.24,-107.17,-118.73,-108.51,-109.58,-112.00,-117.81,-111.67,-104.72,-111.88,-108.33,-116.36,-108.72,-116.10,-115.11,-107.72,-110.97,-115.35,-114.70,-107.41,-111.52,-113.02,-110.28,-112.26,-113.24,-119.30,-107.99,-107.30,-105.74,-114.70,-109.46,-108.69,-112.72,-112.58,-120.80,-106.13,-111.35,-113.82,-112.22,-119.45,-120.19,-105.58,-114.76,-111.59,-112.44,-116.55,-112.24,-108.80,-112.22,-107.16,-116.69,-111.01,-107.41,-114.64,-106.62,-108.47,-106.25,-113.16,-112.07,-105.81,-112.20,-109.09,-115.73,-106.70,-121.65,-110.67,-115.32,-113.42,-113.93,-115.56,-114.15,-116.33,-111.28,-112.68,-120.30,-109.51,-109.98,-110.66,-111.74,-108.86,-112.01,-112.35,-110.27,-114.87,-122.01,-114.75,-108.64,-106.29,-108.17,-113.57,-110.88,-115.40,-115.65,-110.95,-111.29,-106.20,-108.90
-111.89,-112.03,-111.92,-112.16,-111.97,-112.15,-111.82,-111.86,-112.01,-112.11,-112.05,-111.72,-111.97,-111.79,-112.06,-111.75,-111.63,-112.12,-112.18,-738.58,-112.13,-111.65,-111.82,-111.48,-111.74,-111.77,-111.84,-111.89,-405.80,-111.76,-111.85,-225.83,-111.46,-111.85,-111.99,-111.78,-111.99,-111.80,-111.68,-111.88,-111.74,-112.09,-111.85,-111.74,-111.75,-111.61,-112.01,-111.95,-111.76,-112.16,-111.95,-111.70,-111.73,-111.95,-111.98,-111.67,-112.19,-111.81,-111.84,-111.97,-111.47,-111.87,-111.66,-111.77,-111.91,-111.83,-112.38,-111.81,-111.90,-112.05,-111.84,-111.89,-112.25,-111.61,-111.99,-111.55,-111.77,-111.78,-111.92,-112.20,-111.47,-112.10,-111.80,-111.93,-111.68,-112.18,-139.26,-111.79,-111.79,-111.96,-112.03,-112.12,-111.95,-111.53,-111.80,-112.06,-112.16,-111.99,-112.47,-111.93
